,belongs_to_collection,budget,homepage,runtime,tagline,release_month,genres_Action,genres_Comedy,genres_Documentary,genres_Drama,genres_Horror,production_countries_IN,production_countries_US,spoken_languages_en
31709,0,0.0,0,94.0,1,10,1,0,0,0,0,0,0,1
17633,0,134005.0,1,104.0,0,7,0,0,0,1,0,0,0,0
25696,0,0.0,0,96.0,0,7,0,0,0,0,0,0,0,1
43179,0,0.0,0,78.0,0,10,0,0,0,1,0,0,0,1
4221,0,0.0,0,0.0,0,2,0,0,0,1,0,0,0,0
21606,1,37000000.0,1,110.0,1,8,0,1,0,0,0,0,1,1
39811,0,11000000.0,0,96.0,1,8,0,0,0,0,0,0,1,1
16410,0,0.0,0,97.0,1,3,0,0,0,1,0,0,1,1
11117,0,1000000.0,1,92.0,1,8,0,0,1,0,0,0,1,1
1458,0,0.0,0,107.0,1,4,1,0,0,0,0,0,1,1
42123,0,0.0,0,85.0,1,9,0,1,0,0,0,0,1,1
9527,1,0.0,0,95.0,0,8,0,0,0,0,1,0,0,0
38361,0,0.0,0,74.0,0,9,0,0,0,1,0,0,1,0
4885,0,16000000.0,0,89.0,1,12,0,1,0,0,0,0,1,1
5069,1,0.0,0,76.0,1,4,0,0,0,0,0,0,0,1
17594,0,0.0,0,101.0,1,9,0,0,0,1,0,0,1,1
33729,0,0.0,0,101.0,0,1,0,1,0,0,0,0,1,1
17158,0,0.0,0,102.0,1,12,0,0,0,0,0,0,1,1
14364,1,15000.0,1,86.0,1,9,0,0,0,0,1,0,1,1
21111,0,105000000.0,0,143.0,1,5,0,0,0,1,0,0,1,1
30257,0,0.0,0,78.0,0,1,0,0,0,0,0,0,1,1
37662,0,0.0,0,0.0,0,11,0,0,0,0,0,0,0,0
39695,0,1.0,0,140.0,0,5,1,0,0,0,0,1,0,0
20215,0,2400000.0,1,110.0,1,9,0,0,0,0,0,0,0,1
1679,0,0.0,0,93.0,1,2,0,1,0,0,0,0,1,1
3400,0,0.0,0,128.0,1,6,0,0,0,0,0,0,1,1
1818,1,90000000.0,0,88.0,1,6,0,0,0,0,0,0,1,1
5119,0,0.0,0,104.0,0,8,0,0,0,0,0,0,1,1
12692,0,3500000.0,1,90.0,1,4,0,0,1,0,0,0,1,1
42813,0,0.0,0,41.0,0,7,0,1,0,0,0,0,1,1
6932,0,0.0,0,104.0,1,5,0,1,0,0,0,0,1,0
10550,0,7000000.0,1,93.0,1,9,0,0,0,1,0,0,0,1
12,1,0.0,0,78.0,1,12,0,0,0,0,0,0,1,1
31319,0,4000000.0,0,96.0,1,1,0,1,0,0,0,0,0,1
19598,0,2500000.0,1,85.0,1,8,0,0,0,0,0,0,1,1
42213,0,0.0,0,82.0,0,11,0,0,1,0,0,0,0,0
25165,0,0.0,0,103.0,1,9,0,0,0,1,0,0,0,1
4202,0,2200000.0,0,99.0,1,12,0,0,0,1,0,0,1,1
4133,0,11000000.0,0,95.0,1,3,0,1,0,0,0,0,1,1
4610,0,0.0,0,101.0,1,9,0,1,0,0,0,0,1,1
37417,0,0.0,0,80.0,0,11,0,0,1,0,0,0,1,1
27952,0,0.0,0,43.0,0,1,0,0,1,0,0,0,1,1
11404,0,450000.0,0,84.0,1,6,0,0,0,1,0,0,0,1
30199,0,0.0,0,101.0,1,1,1,0,0,0,0,0,1,1
2511,0,66000000.0,1,112.0,1,4,0,0,0,0,0,0,0,1
4640,0,48000000.0,0,112.0,1,7,0,0,0,0,0,0,0,1
42395,0,0.0,0,112.0,0,7,0,0,1,0,0,0,0,0
12821,0,80000000.0,1,110.0,1,6,1,0,0,0,0,0,0,1
39673,0,140000.0,1,133.0,1,11,0,1,0,0,0,0,1,1
38375,0,0.0,0,88.0,0,10,0,0,0,0,0,0,0,0
37235,0,0.0,0,178.0,0,10,0,0,0,1,0,1,0,0
18850,0,0.0,0,70.0,1,12,0,0,0,0,0,0,0,0
5925,0,20000000.0,0,109.0,1,12,0,1,0,0,0,0,1,1
1342,1,70000000.0,0,124.0,1,7,1,0,0,0,0,0,1,1
28274,0,0.0,0,107.0,0,5,0,0,0,0,0,0,0,0
21678,0,0.0,0,83.0,1,7,0,0,0,0,1,0,0,1
43142,1,80000000.0,1,104.0,1,2,1,0,0,0,0,0,0,1
958,0,3000000.0,0,108.0,1,2,0,0,0,1,0,0,1,1
43183,0,0.0,0,91.0,0,2,0,0,0,1,0,0,1,1
25060,0,0.0,0,94.0,0,5,0,0,0,1,0,0,0,1
530,0,0.0,0,187.0,1,9,0,1,0,0,0,0,1,1
6496,0,0.0,0,109.0,1,9,0,0,0,0,0,0,0,1
12593,0,2500.0,0,78.0,0,3,0,0,0,1,0,0,1,1
11788,0,12000000.0,0,122.0,1,9,0,0,0,1,0,1,0,0
5107,0,10000000.0,0,99.0,1,5,0,0,0,0,0,0,1,1
17778,1,93000000.0,1,105.0,1,8,0,0,0,0,0,0,1,1
8442,0,243000.0,0,91.0,0,5,0,0,0,1,0,0,1,1
1062,0,120.0,0,115.0,1,10,0,0,0,0,0,0,0,1
18432,0,2361000.0,0,101.0,1,7,0,1,0,0,0,0,1,1
1165,0,645180.0,0,103.0,1,7,0,0,0,1,0,0,0,1
1647,1,32000000.0,1,102.0,1,12,0,1,0,0,0,0,1,0
40744,0,0.0,0,95.0,1,8,0,0,0,0,0,0,0,1
9845,1,0.0,0,101.0,1,4,0,0,0,0,1,0,0,0
19299,1,50000000.0,1,106.0,1,6,0,1,0,0,0,0,1,1
40865,0,0.0,1,90.0,0,4,0,0,0,0,0,0,0,0
39341,0,0.0,0,88.0,1,7,0,0,0,1,0,0,1,1
1864,1,1800000.0,0,104.0,1,10,1,0,0,0,0,0,1,1
45109,1,6000000.0,0,135.0,0,10,1,0,0,0,0,0,0,0
5308,0,0.0,0,76.0,1,7,0,0,0,1,0,0,1,1
9095,0,0.0,0,101.0,1,12,1,0,0,0,0,0,1,1
34937,1,0.0,0,100.0,0,10,1,0,0,0,0,0,0,1
10740,1,60000000.0,0,94.0,1,12,0,1,0,0,0,0,1,1
20691,1,3000000.0,0,108.0,1,4,0,0,0,0,0,0,0,1
6232,0,2200000.0,0,118.0,1,12,0,0,0,0,0,0,0,1
25702,0,10000000.0,0,105.0,1,12,0,0,0,1,0,0,0,0
42004,0,0.0,0,96.0,1,3,0,1,0,0,0,0,0,1
24210,0,5000000.0,1,93.0,1,8,0,0,0,0,1,0,1,1
37309,0,0.0,0,100.0,1,3,0,0,0,1,0,0,1,1
18796,1,0.0,0,105.0,1,8,0,0,0,0,1,0,0,1
27114,0,0.0,0,82.0,0,4,0,0,0,0,0,0,1,1
35435,1,50000000.0,1,100.0,1,2,0,1,0,0,0,0,1,1
37208,0,0.0,0,95.0,0,12,0,0,0,1,0,0,0,0
4386,0,19000000.0,0,95.0,1,8,0,0,0,0,1,0,1,1
21641,0,0.0,1,89.0,1,1,0,0,0,1,0,0,1,1
10422,0,58000000.0,0,95.0,1,9,0,1,0,0,0,0,1,1
10224,0,0.0,0,86.0,0,1,0,0,1,0,0,0,1,1
13431,1,11715578.0,1,108.0,1,12,0,0,0,1,0,0,0,0
13525,0,40000000.0,1,129.0,1,2,0,1,0,0,0,0,0,1
43242,0,0.0,0,87.0,0,11,0,1,0,0,0,0,1,1
10188,1,25000000.0,0,119.0,1,6,0,0,0,1,0,0,1,1
6264,1,110000000.0,0,133.0,1,4,0,0,0,0,0,0,1,1
1000,1,0.0,0,93.0,1,5,1,0,0,0,0,0,1,0
17551,1,200000000.0,1,106.0,1,6,0,0,0,0,0,0,1,1
3656,0,45000000.0,0,84.0,1,6,0,0,0,0,0,0,0,1
9772,0,0.0,0,101.0,1,3,0,0,0,1,0,0,0,1
18804,0,0.0,1,88.0,1,2,0,0,0,1,0,0,1,1
20708,0,3500000.0,0,97.0,1,2,0,0,0,0,0,0,1,1
5930,0,30000000.0,0,113.0,1,12,0,1,0,0,0,0,1,1
2705,0,22000000.0,0,105.0,1,12,0,0,0,0,1,0,0,1
2472,0,4550000.0,0,133.0,1,6,0,0,0,1,0,0,1,1
5397,0,40000.0,1,93.0,0,1,0,0,1,0,0,0,1,1
17406,0,0.0,0,106.0,0,9,0,0,0,0,0,0,1,1
5803,0,0.0,0,76.0,1,11,0,1,0,0,0,0,1,1
9981,0,30000000.0,0,103.0,1,4,0,1,0,0,0,0,0,1
42914,0,0.0,0,90.0,0,8,0,0,0,1,0,0,0,0
13743,0,0.0,0,82.0,1,1,0,0,1,0,0,0,1,1
4632,0,0.0,0,101.0,1,8,0,0,0,0,1,0,0,0
6168,0,0.0,0,115.0,1,1,0,0,0,0,0,0,1,1
31291,0,0.0,0,0.0,0,4,0,0,0,1,0,1,0,0
34973,0,0.0,0,90.0,1,4,0,0,0,0,0,0,1,1
24766,0,10000000.0,1,100.0,0,2,1,0,0,0,0,0,0,0
15258,0,5641880.0,1,93.0,0,9,0,0,0,0,0,0,0,1
1903,1,13000000.0,0,84.0,1,11,0,0,0,1,0,0,1,1
11670,0,60000000.0,1,101.0,1,2,0,1,0,0,0,0,1,1
93,0,50000000.0,0,108.0,1,2,1,0,0,0,0,0,1,1
32092,0,0.0,0,95.0,1,10,0,0,0,0,1,0,0,1
44436,0,0.0,0,52.0,0,5,0,0,1,0,0,0,1,0
2373,0,0.0,0,103.0,0,6,0,0,0,0,0,0,1,1
8298,0,0.0,0,107.0,0,10,0,0,0,0,0,0,1,1
18625,0,0.0,0,92.0,1,5,0,0,0,0,0,0,0,0
16125,0,0.0,0,86.0,1,8,0,0,0,0,0,0,0,1
2890,0,0.0,0,106.0,1,10,0,0,0,1,0,0,1,1
46396,0,0.0,1,102.0,0,4,0,0,0,1,0,0,0,1
2552,1,0.0,0,71.0,1,12,0,0,0,0,0,0,1,1
11031,0,0.0,0,105.0,1,6,1,0,0,0,0,0,1,1
9293,1,12000000.0,1,129.0,1,5,0,0,0,0,0,0,0,0
845,0,0.0,0,89.0,0,4,0,0,0,1,0,0,0,0
21813,0,30000000.0,0,111.0,1,9,0,0,0,0,0,0,0,1
7962,0,0.0,0,109.0,1,9,0,1,0,0,0,0,1,1
1987,0,6000000.0,0,120.0,1,8,0,0,0,0,0,0,1,1
11699,0,0.0,0,69.0,0,10,0,0,0,1,0,0,0,0
35539,1,0.0,0,84.0,0,8,0,1,0,0,0,0,0,0
3568,1,0.0,0,79.0,1,11,0,0,0,0,1,0,1,1
3269,0,9000000.0,0,114.0,1,11,0,0,0,1,0,0,1,1
9198,1,0.0,0,81.0,1,10,0,0,0,0,0,0,0,1
30286,0,0.0,0,93.0,0,9,0,0,0,0,0,0,0,1
12200,0,21000000.0,0,117.0,1,5,0,0,0,1,0,0,1,1
4830,0,2000000.0,0,104.0,1,4,1,0,0,0,0,0,0,0
12946,0,8000000.0,0,95.0,1,4,0,0,0,0,0,0,1,1
15087,0,16000000.0,1,113.0,1,3,0,0,0,1,0,0,1,1
794,0,23000000.0,0,109.0,1,8,0,0,0,0,0,0,0,1
36030,0,0.0,0,112.0,0,7,0,0,0,1,0,0,0,0
26955,0,0.0,0,93.0,1,7,0,0,0,1,0,0,1,1
29998,0,5500000.0,0,123.0,1,5,0,0,0,1,0,1,0,0
1963,0,28000000.0,0,96.0,1,7,0,1,0,0,0,0,1,1
31020,0,800000.0,1,105.0,1,3,0,0,0,0,0,0,1,1
2365,0,12000000.0,0,88.0,1,8,1,0,0,0,0,0,1,1
30751,0,90000000.0,1,106.0,1,10,0,0,0,0,0,0,1,1
31794,0,0.0,1,115.0,0,10,0,0,0,1,0,0,0,0
26231,0,0.0,0,111.0,1,3,0,0,0,1,0,0,1,1
6550,0,0.0,0,158.0,0,12,0,0,0,1,0,0,1,1
29235,0,0.0,0,86.0,0,4,0,0,0,1,0,0,1,1
32325,0,0.0,0,128.0,0,6,0,0,0,1,0,0,0,0
19407,0,0.0,1,104.0,1,7,0,1,0,0,0,0,1,1
2819,0,2000000.0,1,118.0,1,9,0,0,0,0,0,0,1,1
7879,0,0.0,1,86.0,1,10,0,0,0,0,0,0,0,1
2870,0,63000000.0,1,139.0,1,10,0,0,0,1,0,0,0,1
13073,0,20000000.0,0,115.0,1,9,0,0,0,1,0,0,1,1
20997,0,0.0,1,83.0,1,1,0,0,0,0,0,0,1,0
10211,0,0.0,0,76.0,0,3,1,0,0,0,0,0,0,0
9094,0,0.0,0,132.0,1,1,0,0,0,1,0,0,0,1
416,0,0.0,0,88.0,0,7,1,0,0,0,0,0,0,1
14206,0,0.0,1,78.0,0,1,0,0,1,0,0,0,1,0
4630,1,30000000.0,0,108.0,1,8,0,1,0,0,0,0,1,1
23354,0,200000.0,0,98.0,1,4,0,0,0,0,1,0,0,1
38928,0,0.0,0,101.0,0,4,0,0,0,0,0,0,0,0
9940,0,0.0,0,111.0,0,1,0,0,0,0,0,0,0,0
11209,0,75000000.0,1,91.0,1,7,0,0,0,0,0,0,1,1
28671,0,0.0,0,74.0,0,1,0,0,1,0,0,0,1,1
36362,0,0.0,0,119.0,0,3,1,0,0,0,0,0,0,1
24827,0,0.0,0,60.0,0,1,0,0,0,0,0,0,0,1
29843,0,3500000.0,0,96.0,1,10,0,0,0,1,0,0,0,0
10372,0,0.0,0,88.0,1,11,0,0,0,1,0,0,1,1
30907,0,0.0,0,86.0,1,4,0,0,0,0,1,0,1,1
1222,0,16400000.0,0,129.0,1,6,0,0,0,1,0,0,1,1
10640,0,28000000.0,1,135.0,1,9,0,0,0,1,0,0,0,1
9523,0,0.0,0,98.0,1,4,0,1,0,0,0,0,0,1
33816,0,0.0,0,98.0,1,3,0,0,0,1,0,0,0,0
10651,0,28000000.0,0,136.0,1,9,0,0,0,1,0,0,0,1
16306,0,15000000.0,1,118.0,1,9,0,0,0,1,0,0,0,1
13289,0,0.0,0,86.0,1,10,0,0,0,0,1,0,1,1
12312,0,4000000.0,0,159.0,0,6,0,0,0,0,0,0,0,0
22851,0,0.0,0,87.0,0,1,0,1,0,0,0,0,1,1
7484,0,0.0,0,89.0,0,12,0,0,0,1,0,0,1,1
40184,0,0.0,0,100.0,0,2,0,1,0,0,0,0,1,1
5175,0,26000000.0,0,94.0,1,3,0,0,0,0,0,0,1,0
4462,0,0.0,0,101.0,0,9,0,1,0,0,0,0,1,1
2474,0,80000000.0,0,122.0,1,3,0,1,0,0,0,0,1,1
11227,0,0.0,0,93.0,1,9,1,0,0,0,0,0,1,1
15543,1,165000000.0,1,93.0,1,5,0,1,0,0,0,0,1,1
6629,1,29000000.0,0,102.0,1,9,1,0,0,0,0,0,1,1
15784,0,5000000.0,1,113.0,1,6,0,0,0,1,0,0,0,1
44676,0,0.0,0,1.0,0,1,0,0,1,0,0,0,1,0
7631,0,0.0,0,77.0,0,1,0,1,0,0,0,0,1,1
375,0,115000000.0,0,141.0,1,7,1,0,0,0,0,0,1,1
129,0,0.0,0,101.0,1,11,0,0,0,1,0,0,0,1
24904,0,0.0,0,104.0,1,10,0,0,0,1,0,0,1,1
29841,0,0.0,0,86.0,0,7,1,0,0,0,0,0,0,1
1076,0,0.0,0,135.0,0,11,1,0,0,0,0,0,1,0
18068,0,26400000.0,0,155.0,0,10,1,0,0,0,0,1,0,1
1178,0,15000000.0,0,132.0,1,2,0,1,0,0,0,0,0,1
3040,0,47000000.0,0,125.0,1,12,0,1,0,0,0,0,1,1
18010,0,30000000.0,1,127.0,1,9,0,0,0,1,0,0,0,0
6100,1,0.0,0,103.0,0,3,0,0,0,1,0,0,1,1
10513,0,1600000.0,1,73.0,0,9,0,0,0,1,0,0,1,1
4477,0,31000000.0,0,122.0,1,12,0,0,0,0,0,0,1,1
36848,0,0.0,0,13.0,0,5,0,1,0,0,0,0,1,1
18322,0,0.0,0,81.0,1,7,0,0,0,0,0,0,1,1
25263,1,0.0,0,75.0,0,8,0,0,0,0,0,0,0,1
32581,0,5000000.0,0,103.0,1,8,1,0,0,0,0,0,1,0
33140,0,0.0,0,0.0,0,4,0,0,0,0,0,0,0,0
37345,1,0.0,1,87.0,0,10,0,0,0,1,0,0,1,1
13475,0,0.0,0,96.0,0,1,0,0,0,1,0,0,1,1
29860,0,0.0,0,98.0,0,3,0,0,0,0,0,0,0,0
17921,0,0.0,0,0.0,1,5,0,0,0,1,0,0,1,1
1378,0,40000000.0,0,112.0,1,9,1,0,0,0,0,0,1,1
12158,0,30000000.0,0,123.0,1,8,0,0,0,1,0,0,0,1
5079,0,1202007.0,0,103.0,1,12,0,0,0,1,0,0,1,1
6743,0,0.0,0,99.0,1,9,0,0,0,0,0,0,0,1
21919,0,0.0,0,90.0,1,10,0,1,0,0,0,0,1,1
25385,1,132000000.0,0,92.0,1,11,0,0,0,0,0,0,1,1
30383,0,1100000.0,0,99.0,1,9,0,1,0,0,0,0,1,1
108,0,72000000.0,0,177.0,1,5,1,0,0,0,0,0,1,1
28935,0,0.0,0,86.0,0,8,0,0,0,0,0,0,0,0
8154,0,65000000.0,0,120.0,1,8,0,0,0,1,0,0,1,0
16231,0,65000000.0,1,95.0,1,11,0,1,0,0,0,0,1,1
2132,0,0.0,0,84.0,1,6,0,0,0,1,0,0,0,1
21317,1,0.0,1,110.0,1,7,0,0,0,0,0,0,0,0
36090,0,0.0,1,89.0,0,12,0,1,0,0,0,0,0,0
43287,0,3500000.0,0,99.0,1,10,0,0,0,1,0,0,0,0
2478,1,63000000.0,1,136.0,1,3,1,0,0,0,0,0,0,1
7820,0,0.0,0,107.0,1,6,0,0,0,1,0,0,0,1
6690,0,0.0,1,106.0,0,3,0,0,0,1,0,0,0,1
8311,0,0.0,1,108.0,0,5,0,0,0,1,0,0,1,1
39472,1,0.0,0,60.0,0,8,0,0,0,0,0,0,0,0
23088,0,0.0,0,60.0,0,1,0,1,0,0,0,0,1,1
4741,0,0.0,0,125.0,1,6,0,0,0,0,0,0,1,1
33374,0,220000.0,0,130.0,0,2,0,1,0,0,0,1,0,0
15701,0,47000000.0,0,156.0,1,9,0,0,0,0,0,0,0,1
23979,0,0.0,0,120.0,0,11,0,0,0,1,0,0,0,0
16615,0,0.0,1,116.0,0,10,0,0,1,0,0,0,1,1
33302,0,0.0,0,94.0,1,9,0,0,0,0,1,0,1,1
16299,0,0.0,0,114.0,0,1,0,0,0,0,0,0,0,0
11337,0,0.0,0,101.0,1,2,1,0,0,0,0,0,0,0
18012,0,15000000.0,1,99.0,1,9,0,0,0,1,0,0,0,1
19330,0,1800000.0,1,93.0,1,6,0,0,0,1,0,0,1,1
24395,0,0.0,0,99.0,0,12,0,1,0,0,0,0,1,1
31060,0,0.0,0,70.0,0,1,0,0,0,0,0,0,1,1
24365,0,0.0,0,118.0,0,8,0,1,0,0,0,0,0,0
5292,1,120000000.0,1,142.0,1,5,0,0,0,0,0,0,1,1
34210,0,0.0,0,75.0,0,5,0,0,0,1,0,0,0,1
13275,0,0.0,0,92.0,1,5,0,1,0,0,0,0,1,1
3614,0,0.0,0,91.0,1,4,0,0,0,0,0,0,1,1
13208,1,20000000.0,0,91.0,1,10,0,0,0,0,0,0,1,1
20533,0,0.0,0,106.0,0,5,0,0,0,1,0,0,0,0
10085,0,9200000.0,0,114.0,0,7,0,0,0,0,0,0,1,1
39782,0,0.0,0,109.0,1,11,0,0,0,1,0,0,0,1
31805,0,0.0,0,120.0,0,1,0,1,0,0,0,0,0,0
11463,0,40000000.0,1,130.0,1,10,0,0,0,1,0,0,1,1
17065,1,0.0,0,141.0,1,10,0,0,0,0,0,0,0,0
10220,1,50000000.0,0,101.0,1,6,0,1,0,0,0,0,1,1
25164,1,0.0,0,103.0,0,9,0,0,0,0,0,0,0,0
31715,0,0.0,0,80.0,0,8,0,0,1,0,0,0,0,0
21992,0,0.0,0,55.0,0,1,0,0,1,0,0,0,0,0
16031,0,0.0,0,0.0,0,10,0,0,0,0,1,0,0,1
37452,0,0.0,0,84.0,0,8,0,0,0,0,0,0,0,1
14800,0,0.0,0,92.0,0,1,0,0,1,0,0,0,0,0
45835,0,0.0,0,86.0,1,10,0,0,0,0,1,0,0,1
18081,0,0.0,0,98.0,0,6,0,0,0,0,0,0,0,0
42470,0,0.0,0,114.0,0,1,0,0,0,1,0,0,0,0
24109,0,0.0,0,0.0,0,10,0,0,1,0,0,0,1,1
7805,1,50000000.0,0,80.0,1,6,0,0,0,0,0,0,1,1
3918,1,100000000.0,0,78.0,1,12,0,0,0,0,0,0,1,1
26200,1,0.0,0,85.0,0,3,0,0,0,1,0,0,1,1
29772,0,0.0,0,77.0,1,4,0,1,0,0,0,0,1,1
13895,0,0.0,0,110.0,1,3,0,0,0,1,0,0,0,1
27183,0,0.0,0,87.0,1,8,0,1,0,0,0,0,1,1
43907,0,0.0,1,42.0,0,9,0,0,0,0,0,0,1,1
468,0,0.0,0,91.0,1,8,0,1,0,0,0,0,1,1
12291,0,3.0,0,113.0,0,8,1,0,0,0,0,0,0,0
45330,0,16000000.0,0,120.0,0,2,1,0,0,0,0,0,0,0
15772,0,0.0,0,114.0,0,3,0,0,0,1,0,0,0,1
34107,0,500000.0,1,84.0,1,9,0,1,0,0,0,0,1,1
7637,1,300000.0,0,80.0,1,4,1,0,0,0,0,0,1,1
19003,0,0.0,0,75.0,1,11,0,0,0,1,0,0,1,1
12496,0,7000000.0,0,91.0,1,1,1,0,0,0,0,0,1,1
40455,1,120000000.0,1,123.0,1,7,1,0,0,0,0,0,0,1
27049,0,0.0,0,86.0,0,3,0,0,0,0,0,0,0,1
18260,0,0.0,0,105.0,1,1,0,1,0,0,0,0,1,1
4471,0,15000000.0,0,107.0,1,12,0,1,0,0,0,0,1,1
3103,0,0.0,0,118.0,1,10,0,0,0,1,0,0,1,1
23163,0,2511000.0,1,0.0,0,11,0,0,0,1,0,0,0,0
37294,0,0.0,0,172.0,1,2,0,0,0,1,0,1,0,0
14958,0,0.0,0,97.0,1,9,0,0,0,0,0,0,1,1
22488,0,0.0,0,122.0,0,8,0,0,0,1,0,0,0,0
4216,0,140000000.0,0,183.0,1,5,0,0,0,0,0,0,1,0
17917,0,0.0,0,281.0,0,2,0,0,0,1,0,0,0,0
15143,0,0.0,1,138.0,0,2,1,0,0,0,0,1,0,0
2653,0,0.0,0,106.0,1,12,1,0,0,0,0,0,1,1
382,0,10000000.0,0,100.0,1,11,1,0,0,0,0,0,1,1
3270,0,7000000.0,0,108.0,1,6,0,1,0,0,0,0,1,1
4450,0,0.0,0,116.0,0,9,0,0,0,1,0,0,1,1
5012,0,0.0,0,103.0,1,7,0,1,0,0,0,0,1,1
36738,0,0.0,0,89.0,1,9,0,0,0,1,0,0,1,1
21830,0,0.0,0,93.0,1,2,0,1,0,0,0,0,1,1
44801,0,0.0,0,82.0,0,5,0,1,0,0,0,0,0,0
45977,0,0.0,1,120.0,1,4,0,0,0,0,0,0,0,0
45696,0,0.0,0,93.0,0,4,0,0,0,1,0,0,0,0
1272,0,0.0,0,106.0,1,8,0,1,0,0,0,0,1,1
28710,0,0.0,0,91.0,1,4,0,1,0,0,0,0,1,1
37842,0,0.0,0,94.0,0,2,0,0,0,1,0,0,0,0
40088,0,0.0,0,83.0,0,8,0,0,0,1,0,0,0,0
17427,0,3200000.0,1,105.0,1,9,0,0,0,1,0,0,1,1
33053,0,0.0,0,118.0,1,8,0,1,0,0,0,0,0,0
30010,1,29000000.0,0,115.0,1,5,0,1,0,0,0,0,1,1
24979,0,30000000.0,1,131.0,1,10,0,0,0,0,0,0,0,0
29578,0,0.0,0,82.0,1,8,0,0,0,0,0,0,1,1
32934,0,0.0,0,105.0,0,8,0,1,0,0,0,0,0,0
6989,0,531374.0,0,96.0,1,3,0,0,0,0,0,0,1,1
1908,1,8000000.0,1,122.0,1,12,0,0,0,1,0,0,1,0
22693,0,0.0,0,99.0,1,11,0,1,0,0,0,0,1,1
15991,0,8000000.0,1,92.0,1,9,0,1,0,0,0,0,1,1
25192,1,36000000.0,1,107.0,1,9,0,0,0,0,0,0,1,1
35,0,11000000.0,0,122.0,0,12,0,0,0,1,0,0,1,1
46386,0,0.0,0,0.0,0,9,0,1,0,0,0,0,0,0
22143,0,0.0,0,107.0,1,9,0,0,0,0,0,0,0,1
3056,1,17000000.0,0,88.0,1,12,0,1,0,0,0,0,1,1
41535,0,0.0,0,8.0,0,7,0,1,0,0,0,0,1,1
3010,0,0.0,0,123.0,1,10,0,0,0,1,0,0,1,1
1502,0,75000000.0,0,115.0,1,6,1,0,0,0,0,0,1,1
3489,0,0.0,0,100.0,1,5,1,0,0,0,0,0,1,1
9164,0,6000000.0,0,95.0,1,2,0,1,0,0,0,0,1,1
19781,0,15000000.0,1,110.0,1,9,0,1,0,0,0,0,0,1
32006,0,14000000.0,0,163.0,0,7,0,0,0,0,0,1,0,0
7270,0,0.0,0,96.0,1,3,0,1,0,0,0,0,1,1
6860,0,40000000.0,1,135.0,1,9,0,1,0,0,0,0,0,1
2947,0,15000000.0,0,139.0,1,12,0,0,0,0,0,0,1,1
45168,0,5000000.0,0,115.0,0,8,0,1,0,0,0,0,0,0
895,0,4000000.0,0,136.0,1,7,0,0,0,0,0,0,1,1
35113,1,0.0,0,117.0,0,2,0,1,0,0,0,0,0,0
21750,0,5500000.0,0,115.0,1,7,0,1,0,0,0,0,0,0
4695,0,0.0,0,124.0,1,8,0,0,0,1,0,0,0,1
22875,0,0.0,0,76.0,0,10,0,0,0,1,0,0,1,1
28878,0,95000000.0,1,105.0,1,3,0,0,0,0,0,0,0,1
8787,0,0.0,0,91.0,1,11,1,0,0,0,0,0,1,1
8731,0,0.0,0,106.0,1,12,0,1,0,0,0,0,1,1
31923,0,0.0,0,110.0,0,10,0,0,0,1,0,0,0,0
4292,1,60000000.0,1,87.0,1,7,0,1,0,0,0,0,1,1
6473,0,0.0,0,101.0,0,9,0,0,0,0,0,0,0,0
28414,0,0.0,0,83.0,0,3,0,1,0,0,0,0,0,0
40612,0,0.0,1,84.0,1,7,0,0,0,0,1,0,1,1
6921,1,15000000.0,0,111.0,1,12,0,1,0,0,0,0,1,1
39427,0,620000.0,0,146.0,0,6,0,0,0,0,0,1,0,0
41852,0,0.0,0,135.0,1,6,0,0,0,0,0,0,0,1
3834,0,0.0,0,74.0,0,6,0,0,0,0,1,0,1,1
22356,0,0.0,0,92.0,0,2,1,0,0,0,0,0,1,1
36048,0,0.0,0,95.0,0,11,0,0,0,1,0,0,0,1
34397,1,12000000.0,0,90.0,0,4,0,0,0,0,0,0,0,0
7351,0,25000000.0,0,102.0,1,4,0,0,0,1,0,0,0,1
42469,0,0.0,0,96.0,0,6,0,1,0,0,0,0,0,0
25158,0,0.0,1,108.0,0,1,0,0,0,0,0,0,0,1
41246,0,0.0,1,162.0,0,9,0,0,0,1,0,0,0,1
37859,0,0.0,0,80.0,0,6,0,1,0,0,0,0,0,0
41990,1,0.0,0,86.0,0,4,1,0,0,0,0,0,1,1
30933,0,0.0,0,100.0,0,1,0,0,0,0,0,0,1,1
16719,0,1119000.0,0,103.0,0,8,0,0,0,1,0,0,1,1
44758,0,0.0,1,79.0,0,11,0,0,1,0,0,0,0,1
20529,0,0.0,0,118.0,0,9,0,0,0,1,0,0,0,0
2663,0,0.0,0,111.0,1,2,0,1,0,0,0,0,1,1
25205,0,0.0,1,90.0,1,1,0,0,0,0,0,0,0,0
21340,0,6000000.0,1,93.0,1,5,0,0,0,1,0,0,1,1
17113,0,19000000.0,0,93.0,1,11,0,0,0,0,0,0,1,1
33782,0,3196621.0,0,116.0,0,10,0,1,0,0,0,0,0,0
24292,1,0.0,1,93.0,0,6,1,0,0,0,0,0,0,0
39137,0,0.0,1,95.0,0,9,0,0,0,1,0,0,0,1
12519,0,0.0,0,95.0,1,2,0,0,0,1,0,0,0,1
1331,0,1000000.0,0,135.0,1,8,0,0,0,1,0,0,1,1
17172,1,4000000.0,0,102.0,0,10,0,1,0,0,0,0,0,0
10800,0,0.0,0,118.0,1,1,0,0,0,1,0,0,1,1
